PARAMETERS:
PAR,version,IMPORT_WAVE
PAR,threads,256
PAR,spikes_sought,50000
PAR,leniency_threshold,1e-06
PAR,error_bound,1e-07
PAR,neuron_count_x,4000
PAR,neuron_count_y,1
PAR,neuron_count_z,1
PAR,dx,0.01
PAR,dy,1
PAR,dz,1
PAR,even_offset_yx,0
PAR,even_offset_zx,0
PAR,even_offset_zy,0
PAR,v_r,0
PAR,v_th,1
PAR,synapse_decay,6
PAR,decay_tolerance,1e-05
PAR,normal_strength_e,2
PAR,normal_sigma_e,1
PAR,normal_strength_i,2
PAR,normal_sigma_i,2
PAR,exp_strength_e,11
PAR,exp_strength_i,7
PAR,exp_exponent_e,5
PAR,exp_exponent_i,3.5
PAR,input_sigma,0.5
PAR,input_strength,10
PAR,input_shutoff,1.0
PAR,input_base_before,3.420840894183557
PAR,input_base_after,3.420840894183557
PAR,rc_height,2
PAR,rc_narrow,10
PAR,R,2.81
PAR,D,1
PAR,dR,0.001
PAR,R_target,2.81
PAR,dbeta,0
PAR,beta_target,0
PAR,dD,0
PAR,D_target,0
PAR,bifurcation,2.8062850438578755
PAR,neurons_number,4000
PAR,dimension,1
PAR,blocks,16
PAR,R_original,2.800934326870619
MODULES:
MOD,distance,modules.distances_ring_123
MOD,connection_weight,modules.connection_weight_difference_of_normals
MOD,v_calcs,modules.v_calcs_ssLIF
MOD,i_update,modules.input_update_ssLIF_dynamic
MOD,v_init,modules.voltage_init_null
MOD,i_init,modules.input_init_constant
MOD,coord_init,modules.coordinate_init_R123
MOD,fire_check,modules.fire_check_ssLIF_trig
MOD,root_finder,modules.newton_raphson_ssLIF
MOD,paramchange,modules.update_R
MOD,cleanup,modules.cleanup_ssLIF
DATA:
2000,0.0,0.005
1501,0.0007702417178062624,-4.985
2001,0.0033944146867772294,0.015
1502,0.004188221778265922,-4.9750000000000005
2002,0.006788716930985812,0.025
1503,0.0076062910523775375,-4.965
2003,0.010182934157778052,0.035
1504,0.011024464723835328,-4.955
2004,0.013577093515234274,0.045
1505,0.014442757747437647,-4.945
2005,0.016971221852706227,0.055
1506,0.01786118484244249,-4.9350000000000005
2006,0.02036534570963883,0.065
1507,0.021279760486125468,-4.925
2007,0.023759491304677718,0.075
1508,0.024698498907543158,-4.915
2008,0.02715368452506616,0.085
1509,0.028117414081501528,-4.905
2009,0.03054795091634961,0.095
1510,0.03153651972273017,-4.8950000000000005
2010,0.03394231567236359,0.105
1511,0.034955829280272896,-4.885
2011,0.03733680362553606,0.115
1512,0.0383753559320777,-4.875
2012,0.040731439237484124,0.125
1513,0.041795112579817884,-4.865
2013,0.04412624658990598,0.135
1514,0.04521511184391261,-4.855
2014,0.04752124937580429,0.145
1515,0.048635366058747964,-4.845
2015,0.050916470890984666,0.155
1516,0.05205588726815723,-4.835
2016,0.0543119340258819,0.165
1517,0.05547668722106574,-4.825
2017,0.05770766125769774,0.17500000000000002
1518,0.058897777367388666,-4.815
2018,0.06110367464283363,0.185
1519,0.06231916885413058,-4.805
2019,0.06449999580964572,0.195
1520,0.0657408725217057,-4.795
2020,0.06789664595150866,0.20500000000000002
1521,0.06916289890046719,-4.785
2021,0.07129364582019351,0.215
1522,0.07258525820747029,-4.775
2022,0.07469101571954981,0.225
1523,0.07600796034344294,-4.765
2023,0.07808877549951158,0.23500000000000001
1524,0.0794310148899663,-4.755
2024,0.08148694455041326,0.245
1525,0.08285443110688924,-4.745
2025,0.08488554179760688,0.255
1526,0.08627821792993978,-4.735
2026,0.08828458569640402,0.265
1527,0.0897023839685728,-4.7250000000000005
2027,0.09168409422732907,0.275
1528,0.09312693750401757,-4.715
2028,0.09508408489167522,0.28500000000000003
1529,0.09655188648753936,-4.705
2029,0.09848457470737072,0.295
1530,0.09997723853892299,-4.695
2030,0.10188558020517291,0.305
1531,0.10340300094516876,-4.6850000000000005
2031,0.10528711742514367,0.315
1532,0.1068291806593869,-4.675
2032,0.10868920191345424,0.325
1533,0.11025578429990651,-4.665
2033,0.1120918487194754,0.335
1534,0.11368281814961044,-4.655
2034,0.11549507239319955,0.34500000000000003
1535,0.11711028815544408,-4.6450000000000005
2035,0.11889888698293798,0.355
1536,0.12053828519690662,-4.635
2036,0.12230330593312679,0.365
1537,0.12396674490682216,-4.625
2037,0.12570834226556069,0.375
1538,0.1273956555309083,-4.615
2038,0.12911400851503485,0.385
1539,0.13082502170282306,-4.605
2039,0.1325203167084257,0.395
1540,0.13425484771994478,-4.595
2040,0.1359272783638669,0.405
1541,0.13768513754409262,-4.585
2041,0.13933490449025804,0.41500000000000004
1542,0.14111589480243752,-4.575
2042,0.14274320558703052,0.425
1543,0.14454712278861837,-4.565
2043,0.14615219164420576,0.435
1544,0.1479788244640275,-4.555
2044,0.14956187214274963,0.445
1545,0.1514110024593054,-4.545
2045,0.15297225605518028,0.455
1546,0.15484365907600142,-4.535
2046,0.15638335184647462,0.465
1547,0.15827679628842906,-4.525
2047,0.15979516747524494,0.47500000000000003
1548,0.16171041574569575,-4.515
2048,0.16320771039516568,0.485
1549,0.16514451877390005,-4.505
2049,0.1666209875566976,0.495
1550,0.16857910637851473,-4.495
2050,0.17003500540904223,0.505
1551,0.17201417924693074,-4.485
2051,0.17344976990238234,0.515
1552,0.17544973775116146,-4.4750000000000005
2052,0.1768652864903608,0.525
1553,0.1788857819507259,-4.465
2053,0.18028156013281485,0.535
1554,0.18232231159566767,-4.455
2054,0.18369859529876548,0.545
1555,0.18575932612975182,-4.445
2055,0.18711639596964588,0.555
1556,0.18919682469379417,-4.4350000000000005
2056,0.19053496564274525,0.5650000000000001
1557,0.19263480612915768,-4.425
